"","expr","time","fun_name"
"739","Rcpp",8847,"baUtility"
"740","Rcpp",8346,"baUtility"
"741","Rcpp",8366,"baUtility"
"742","R",37310,"baUtility"
"743","Rcpp",8466,"baUtility"
"744","R",36829,"baUtility"
"745","Rcpp",8766,"baUtility"
"746","Rcpp",8356,"baUtility"
"747","Rcpp",8326,"baUtility"
"748","R",37791,"baUtility"
"749","Rcpp",8406,"baUtility"
"750","Rcpp",8206,"baUtility"
"751","R",37129,"baUtility"
"752","R",36789,"baUtility"
"753","R",37069,"baUtility"
"754","Rcpp",9007,"baUtility"
"755","Rcpp",8466,"baUtility"
"756","Rcpp",8125,"baUtility"
"757","R",37300,"baUtility"
"758","Rcpp",8686,"baUtility"
"759","R",36990,"baUtility"
"760","R",36659,"baUtility"
"761","Rcpp",9237,"baUtility"
"762","Rcpp",8797,"baUtility"
"763","R",36999,"baUtility"
"764","R",36799,"baUtility"
"765","Rcpp",9237,"baUtility"
"766","Rcpp",13736,"baUtility"
"767","Rcpp",8186,"baUtility"
"768","R",39143,"baUtility"
"769","Rcpp",8696,"baUtility"
"770","R",36890,"baUtility"
"771","Rcpp",8796,"baUtility"
"772","Rcpp",8396,"baUtility"
"773","Rcpp",8116,"baUtility"
"774","Rcpp",8075,"baUtility"
"775","R",37901,"baUtility"
"776","R",37149,"baUtility"
"777","R",36880,"baUtility"
"778","R",36298,"baUtility"
"779","Rcpp",9288,"baUtility"
"780","R",36709,"baUtility"
"781","Rcpp",8756,"baUtility"
"782","R",37440,"baUtility"
"783","R",36459,"baUtility"
"784","Rcpp",8967,"baUtility"
"785","Rcpp",8315,"baUtility"
"786","R",36728,"baUtility"
"787","R",36608,"baUtility"
"788","Rcpp",9117,"baUtility"
"789","Rcpp",8446,"baUtility"
"790","Rcpp",8175,"baUtility"
"791","Rcpp",8265,"baUtility"
"792","Rcpp",8055,"baUtility"
"793","Rcpp",8435,"baUtility"
"794","R",38271,"baUtility"
"795","R",36839,"baUtility"
"796","Rcpp",9358,"baUtility"
"797","Rcpp",8155,"baUtility"
"798","R",37010,"baUtility"
"799","Rcpp",9247,"baUtility"
"800","Rcpp",8325,"baUtility"
"801","R",38433,"baUtility"
"802","R",36759,"baUtility"
"803","R",36919,"baUtility"
"804","R",35947,"baUtility"
"805","R",36238,"baUtility"
"806","Rcpp",9859,"baUtility"
"807","R",37100,"baUtility"
"808","R",36989,"baUtility"
"809","R",41668,"baUtility"
"810","R",37260,"baUtility"
"811","R",37290,"baUtility"
"812","R",37360,"baUtility"
"813","R",36238,"baUtility"
"814","Rcpp",9708,"baUtility"
"815","R",37220,"baUtility"
"816","Rcpp",8777,"baUtility"
