"","expr","time","fun_name"
"468","R",653666,"destinationAngle"
"469","R",641893,"destinationAngle"
"470","R",637976,"destinationAngle"
"471","R",657392,"destinationAngle"
"472","R",646673,"destinationAngle"
"473","R",643977,"destinationAngle"
"474","R",651201,"destinationAngle"
"475","Rcpp",30858,"destinationAngle"
"476","Rcpp",23515,"destinationAngle"
"477","Rcpp",18434,"destinationAngle"
"478","R",661440,"destinationAngle"
"479","R",643647,"destinationAngle"
"480","Rcpp",27552,"destinationAngle"
"481","Rcpp",19697,"destinationAngle"
"482","Rcpp",23314,"destinationAngle"
"483","R",653516,"destinationAngle"
"484","R",658896,"destinationAngle"
"485","Rcpp",23515,"destinationAngle"
"486","R",651471,"destinationAngle"
"487","Rcpp",22142,"destinationAngle"
"488","Rcpp",23825,"destinationAngle"
"489","R",655780,"destinationAngle"
"490","Rcpp",26971,"destinationAngle"
"491","Rcpp",25187,"destinationAngle"
"492","Rcpp",22402,"destinationAngle"
"493","Rcpp",22382,"destinationAngle"
"494","Rcpp",27441,"destinationAngle"
"495","R",654838,"destinationAngle"
"496","Rcpp",25758,"destinationAngle"
"497","R",642745,"destinationAngle"
"498","Rcpp",26039,"destinationAngle"
"499","Rcpp",31819,"destinationAngle"
"500","Rcpp",22362,"destinationAngle"
"501","Rcpp",18665,"destinationAngle"
"502","Rcpp",23344,"destinationAngle"
"503","R",650490,"destinationAngle"
"504","R",659757,"destinationAngle"
"505","R",652784,"destinationAngle"
"506","Rcpp",29235,"destinationAngle"
"507","Rcpp",18585,"destinationAngle"
"508","Rcpp",22472,"destinationAngle"
"509","Rcpp",25548,"destinationAngle"
"510","R",651782,"destinationAngle"
"511","R",654097,"destinationAngle"
"512","Rcpp",27451,"destinationAngle"
"513","R",653886,"destinationAngle"
"514","R",642545,"destinationAngle"
"515","R",659537,"destinationAngle"
"516","Rcpp",23524,"destinationAngle"
"517","R",653425,"destinationAngle"
"518","R",623118,"destinationAngle"
"519","Rcpp",34915,"destinationAngle"
"520","R",650079,"destinationAngle"
"521","R",639099,"destinationAngle"
